ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),City,County,State,Zipcode,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,DF_Matching
A-276946,2,2021-10-08 19:49:00.000000000,2021-10-08 23:45:00.000000000,33.274728,-85.122253,0.4679999999999999,Franklin,Heard,GA,30217-6191,US/Eastern,KLGC,2021-10-08 19:55:00,68.0,68.0,88.0,29.29,10.0,WNW,5.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,33.2_-85.1
A-1325524,2,2021-10-08 19:49:00,2021-10-08 23:45:00,33.268487,-85.12539699999998,0.525,Franklin,Heard,GA,30217,US/Eastern,KLGC,2021-10-08 19:55:00,68.0,68.0,88.0,29.29,10.0,WNW,5.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,33.2_-85.1
A-2403213,4,2019-10-03 17:35:50,2019-10-03 18:04:08,33.25952,-85.13229100000002,2.135,Franklin,Heard,GA,30217,US/Eastern,KLGC,2019-10-03 17:35:00,97.0,97.0,27.0,29.23,10.0,NNE,6.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.2_-85.1
A-2403214,4,2019-10-03 17:35:50,2019-10-03 18:04:08,33.28567,-85.112585,2.135,Franklin,Heard,GA,30217,US/Eastern,KLGC,2019-10-03 17:35:00,97.0,97.0,27.0,29.23,10.0,NNE,6.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.2_-85.1
A-2562000,4,2018-12-19 15:08:35,2018-12-19 15:38:02,33.259370000000004,-85.132719,2.135,Franklin,Heard,GA,30217-6154,US/Eastern,KLGC,2018-12-19 15:15:00,61.0,,51.0,29.96,10.0,SE,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.2_-85.1
A-2562001,4,2018-12-19 15:08:35,2018-12-19 15:38:02,33.28564,-85.113265,2.135,Franklin,Heard,GA,30217,US/Eastern,KLGC,2018-12-19 15:15:00,61.0,,51.0,29.96,10.0,SE,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.2_-85.1
A-2597085,4,2018-10-22 14:33:45,2018-10-22 15:03:25,33.241079,-85.19717,0.094,Franklin,Heard,GA,30217,US/Eastern,KLGC,2018-10-22 14:35:00,68.2,,34.0,30.24,10.0,South,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.2_-85.1
A-2630771,4,2018-07-08 20:22:34,2018-07-09 02:22:34,33.249332,-85.17819399999998,3.876,Franklin,Heard,GA,30217,US/Eastern,KLGC,2018-07-08 20:15:00,80.6,,76.0,30.2,10.0,ESE,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.2_-85.1
A-2630774,4,2018-07-08 22:11:19,2018-07-31 20:00:00,33.243279,-85.158218,4.8580000000000005,Franklin,Heard,GA,30217,US/Eastern,KLGC,2018-07-08 22:15:00,73.4,,98.0,30.24,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,33.2_-85.1
A-2648878,4,2018-06-28 17:41:33,2018-06-28 23:41:33,33.245984,-85.155473,0.308,Franklin,Heard,GA,30217,US/Eastern,KLGC,2018-06-28 17:35:00,73.4,,98.0,30.06,5.0,Calm,,,Heavy Thunderstorms and Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.2_-85.1
A-2648879,4,2018-06-28 17:41:33,2018-06-28 23:41:33,33.24293,-85.15935,0.308,Franklin,Heard,GA,30217-7401,US/Eastern,KLGC,2018-06-28 17:35:00,73.4,,98.0,30.06,5.0,Calm,,,Heavy Thunderstorms and Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.2_-85.1
A-2843470,4,2019-08-20 09:00:34,2019-08-20 09:29:17,33.26279,-85.12827,1.307,Franklin,Heard,GA,30217-6118,US/Eastern,KLGC,2019-08-20 08:55:00,77.0,77.0,80.0,29.39,10.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.2_-85.1
A-2843471,4,2019-08-20 09:00:34,2019-08-20 09:29:17,33.254935,-85.148854,1.307,Franklin,Heard,GA,30217,US/Eastern,KLGC,2019-08-20 08:55:00,77.0,77.0,80.0,29.39,10.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.2_-85.1
