ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),City,County,State,Zipcode,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,DF_Matching
A-79544,2,2016-09-10 14:44:06,2016-09-10 20:44:06,32.09861,-81.31985,0.598,Bloomingdale,Chatham,GA,31302,US/Eastern,KSAV,2016-09-10 14:53:00,91.9,,41.0,30.07,10.0,Calm,,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,32.0_-81.3
A-361566,2,2021-11-08 07:19:00,2021-11-08 10:45:00,32.094701,-81.309803,1.471,Bloomingdale,Chatham,GA,31302,US/Eastern,KSAV,2021-11-08 06:53:00,40.0,37.0,89.0,30.15,10.0,NNW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,32.0_-81.3
A-401244,2,2021-03-30 10:32:00,2021-03-30 15:54:35,32.099668,-81.32363199999998,0.879,Bloomingdale,Chatham,GA,31302,US/Eastern,KSAV,2021-03-30 10:33:00,64.0,64.0,75.0,30.25,10.0,E,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,32.0_-81.3
A-439680,2,2021-05-20 16:31:00,2021-05-20 20:06:40,32.098545,-81.319765,4.655,Bloomingdale,Chatham,GA,31302,US/Eastern,KSAV,2021-05-20 16:53:00,78.0,78.0,48.0,30.29,10.0,E,16.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,32.0_-81.3
A-488316,2,2021-12-27 11:13:30.000000000,2021-12-27 12:34:30.000000000,32.097791,-81.318365,2.016,Bloomingdale,Chatham,GA,31302,US/Eastern,KSAV,2021-12-27 10:53:00,71.0,71.0,73.0,30.01,10.0,WSW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,32.0_-81.3
A-571609,2,2021-05-20 15:22:38,2021-05-20 19:08:35,32.092326,-81.30247299999998,2.562,Pooler,Chatham,GA,31322,US/Eastern,KSAV,2021-05-20 14:53:00,80.0,80.0,45.0,30.31,10.0,ESE,16.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,32.0_-81.3
A-649941,2,2021-11-10 06:34:00,2021-11-10 09:22:00,32.092108,-81.30257399999998,4.3210000000000015,Savannah,Chatham,GA,31419,US/Eastern,KSVN,2021-11-10 06:56:00,44.0,44.0,90.0,30.13,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,32.0_-81.3
A-707491,4,2021-11-17 17:40:00,2021-11-17 18:55:00,32.080807,-81.37162099999998,0.0279999999999999,Bloomingdale,Chatham,GA,31302,US/Eastern,KSAV,2021-11-17 17:53:00,66.0,66.0,75.0,30.22,10.0,SE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,32.0_-81.3
A-937388,2,2021-03-30 15:01:00,2021-03-30 16:58:56,32.099509000000005,-81.323192,3.307,Bloomingdale,Chatham,GA,31302,US/Eastern,KSAV,2021-03-30 14:53:00,69.0,69.0,75.0,30.18,10.0,E,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,32.0_-81.3
A-1072298,2,2021-11-08 06:43:00,2021-11-08 08:24:41,32.092108,-81.30257399999998,1.3230000000000002,Savannah,Chatham,GA,31419,US/Eastern,KSVN,2021-11-08 06:56:00,42.0,42.0,75.0,30.12,10.0,NNW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,32.0_-81.3
A-1452183,2,2021-12-21 20:27:00,2021-12-21 21:42:00,32.099668,-81.32363199999998,0.018,Bloomingdale,Chatham,GA,31302,US/Eastern,KSAV,2021-12-21 20:53:00,44.0,39.0,100.0,29.76,5.0,NNW,9.0,0.08,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,32.0_-81.3
A-1550795,2,2021-02-22 16:08:00.000000000,2021-02-22 18:28:24.000000000,32.095615,-81.311619,0.973,Bloomingdale,Chatham,GA,31302,US/Eastern,KSAV,2021-02-22 15:53:00,65.0,65.0,84.0,30.0,10.0,WSW,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,32.0_-81.3
A-1769707,2,2020-10-25 07:50:00,2020-10-25 10:15:00,32.032705,-81.324074,0.0409999999999999,Savannah,Chatham,GA,31419-9245,US/Eastern,KSVN,2020-10-25 07:56:00,72.0,72.0,92.0,29.87,10.0,E,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,32.0_-81.3
A-1893463,2,2020-11-17 21:03:00,2020-11-18 02:15:00,32.094701,-81.309803,1.471,Bloomingdale,Chatham,GA,31302,US/Eastern,KSAV,2020-11-17 20:53:00,52.0,52.0,63.0,30.25,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,32.0_-81.3
A-2105839,3,2020-05-08 07:25:25,2020-05-08 08:25:25,32.0982,-81.31943000000003,0.0,Bloomingdale,Chatham,GA,31302,US/Eastern,KSAV,2020-05-08 07:53:00,55.0,55.0,77.0,30.07,10.0,SW,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,32.0_-81.3
A-2105842,3,2020-05-08 08:01:31,2020-05-08 09:21:29,32.0982,-81.31943000000003,0.0,Bloomingdale,Chatham,GA,31302,US/Eastern,KSAV,2020-05-08 07:53:00,55.0,55.0,77.0,30.07,10.0,SW,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,32.0_-81.3
A-2110740,3,2020-05-11 08:58:13,2020-05-11 09:58:13,32.0982,-81.31943000000003,0.0,Bloomingdale,Chatham,GA,31302,US/Eastern,KSAV,2020-05-11 08:53:00,67.0,67.0,73.0,30.08,10.0,WNW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,32.0_-81.3
A-2215470,2,2020-03-23 18:43:55,2020-03-23 19:13:55,32.09861,-81.31985,0.0,Bloomingdale,Chatham,GA,31302,US/Eastern,KSAV,2020-03-23 18:53:00,72.0,72.0,71.0,30.09,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,32.0_-81.3
A-2215471,2,2020-03-23 18:48:06,2020-03-23 19:18:06,32.09861,-81.31985,0.0,Bloomingdale,Chatham,GA,31302,US/Eastern,KSAV,2020-03-23 18:53:00,72.0,72.0,71.0,30.09,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,32.0_-81.3
A-2427353,2,2019-10-22 19:15:20,2019-10-22 19:44:59,32.09859,-81.3198,3.963,Bloomingdale,Chatham,GA,31302,US/Eastern,KSAV,2019-10-22 18:53:00,78.0,78.0,66.0,29.86,10.0,W,8.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,32.0_-81.3
A-2550293,3,2018-12-04 13:34:36,2018-12-04 14:04:14,32.09859,-81.3198,0.531,Bloomingdale,Chatham,GA,31302,US/Eastern,KSAV,2018-12-04 13:53:00,62.1,,46.0,30.01,10.0,Variable,6.9,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,32.0_-81.3
A-2652277,3,2018-05-07 20:47:45,2018-05-08 02:47:45,32.099812,-81.323339,4.455,Bloomingdale,Chatham,GA,31302,US/Eastern,KSAV,2018-05-07 20:53:00,75.0,,41.0,30.0,10.0,NNE,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,32.0_-81.3
