ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),City,County,State,Zipcode,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,DF_Matching
A-90473,3,2016-07-31 18:31:06,2016-08-01 00:31:06,33.5016,-82.70844,0.652,Norwood,Warren,GA,30821,US/Eastern,KHQU,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.5_-82.7
A-177957,2,2017-04-24 12:32:03,2017-04-24 18:32:03,33.503285,-82.721466,0.0,Norwood,Warren,GA,30821,US/Eastern,KHQU,2017-04-24 12:35:00,56.3,,91.0,29.78,10.0,East,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.5_-82.7
A-201225,2,2017-06-01 16:15:25,2017-06-01 22:15:25,33.5032,-82.71915,6.214,Norwood,Warren,GA,30821,US/Eastern,KHQU,2017-06-01 16:15:00,82.4,,61.0,30.09,10.0,WNW,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.5_-82.7
A-220640,2,2017-07-25 11:36:46,2017-07-25 17:36:46,33.5016,-82.70844,0.652,Norwood,Warren,GA,30821,US/Eastern,KHQU,2017-07-25 11:35:00,85.6,,68.0,30.14,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.5_-82.7
A-405817,2,2021-08-16 07:24:00,2021-08-16 08:39:00,33.502668,-82.71301700000002,0.344,Norwood,Warren,GA,30821,US/Eastern,KHQU,2021-08-16 07:15:00,74.0,74.0,,29.53,3.0,ENE,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.5_-82.7
A-579964,2,2021-08-19 13:55:59,2021-08-19 17:21:25,33.503440000000005,-82.718907,5.01,Norwood,Warren,GA,30821,US/Eastern,KHQU,2021-08-19 13:55:00,93.0,93.0,51.0,29.55,10.0,WNW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.5_-82.7
A-623937,4,2021-08-11 09:14:00,2021-08-11 13:45:00,33.503440000000005,-82.718907,5.01,Norwood,Warren,GA,30821,US/Eastern,KHQU,2021-08-11 09:15:00,79.0,79.0,79.0,29.64,10.0,WNW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.5_-82.7
A-895155,2,2021-08-19 13:55:59,2021-08-19 17:15:48,33.50368,-82.7264,4.813,Norwood,Warren,GA,30821,US/Eastern,KHQU,2021-08-19 13:55:00,93.0,93.0,51.0,29.55,10.0,WNW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.5_-82.7
A-1912540,2,2020-11-21 15:50:00,2020-11-22 01:02:57,33.500951,-82.706977,5.527,Norwood,Warren,GA,30821,US/Eastern,KHQU,2020-11-21 15:55:00,71.0,71.0,50.0,29.75,10.0,ESE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.5_-82.7
A-1920184,2,2020-11-28 02:12:00,2020-11-28 08:30:00,33.50168,-82.70885600000003,0.529,Norwood,Warren,GA,30821,US/Eastern,KHQU,2020-11-28 02:15:00,55.0,55.0,97.0,29.48,10.0,CALM,0.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,33.5_-82.7
A-2389505,2,2019-12-13 14:49:14,2019-12-13 15:17:59,33.50176,-82.70916,0.609,Norwood,Warren,GA,30821,US/Eastern,KHQU,2019-12-13 14:55:00,39.0,35.0,99.0,29.39,1.0,NNE,6.0,0.24,Light Snow,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,33.5_-82.7
A-2581762,4,2018-11-23 05:15:49,2018-11-23 05:45:13,33.50308,-82.71752,5.332000000000002,Norwood,Warren,GA,30821,US/Eastern,KHQU,2018-11-23 05:15:00,41.4,36.2,82.0,30.37,10.0,ESE,8.1,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,33.5_-82.7
A-2605656,2,2018-09-07 19:01:52,2018-09-07 19:31:24,33.503328,-82.722596,0.921,Norwood,Warren,GA,30821,US/Eastern,KHQU,2018-09-07 18:55:00,90.0,,44.0,30.03,10.0,South,5.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.5_-82.7
A-2833254,2,2019-07-29 07:42:22,2019-07-29 08:10:23,33.50308,-82.71752,0.631,Norwood,Warren,GA,30821,US/Eastern,KHQU,2019-07-29 07:35:00,66.0,66.0,92.0,29.58,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,33.5_-82.7
