ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),City,County,State,Zipcode,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,DF_Matching
A-155531,2,2017-03-09 13:15:54,2017-03-09 19:15:54,34.23378,-84.10022,0.679,Cumming,Forsyth,GA,30040,US/Eastern,KCNI,2017-03-09 13:15:00,69.8,,5.0,30.23,10.0,West,6.9,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,34.2_-84.1
A-177689,4,2017-04-21 23:38:45,2017-04-22 05:38:45,34.23378,-84.10022,2.5540000000000003,Cumming,Forsyth,GA,30040,US/Eastern,KCNI,2017-04-21 23:35:00,73.4,,44.0,29.96,10.0,Calm,,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,34.2_-84.1
A-298284,2,2021-08-12 09:45:00,2021-08-12 13:45:00,34.299802,-84.180324,0.179,Cumming,Forsyth,GA,30028-4755,US/Eastern,KCNI,2021-08-12 09:50:00,73.0,73.0,100.0,28.92,10.0,NW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.2_-84.1
A-1062680,2,2021-10-25 16:01:12,2021-10-25 19:49:22,34.20463,-84.12405799999998,3.423,Cumming,Forsyth,GA,30041,US/Eastern,KGVL,2021-10-25 15:53:00,73.0,73.0,68.0,28.47,10.0,VAR,7.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,34.2_-84.1
A-1228800,2,2021-08-12 09:45:00.000000000,2021-08-12 13:45:00.000000000,34.299802,-84.180324,0.179,Cumming,Forsyth,GA,30028-4755,US/Eastern,KCNI,2021-08-12 09:50:00,73.0,73.0,100.0,28.92,10.0,NW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.2_-84.1
A-1656779,2,2021-01-01 22:17:00,2021-01-02 12:45:00,34.23284,-84.169,0.0409999999999999,Cumming,Forsyth,GA,30040-5139,US/Eastern,KCNI,2021-01-01 22:15:00,52.0,52.0,100.0,28.74,0.0,E,3.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,34.2_-84.1
A-1823805,2,2020-10-28 01:07:00,2020-10-28 02:22:00,34.229332,-84.101678,0.36,Cumming,Forsyth,GA,30041,US/Eastern,KGVL,2020-10-28 00:53:00,66.0,66.0,93.0,28.8,8.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,34.2_-84.1
A-2010474,2,2020-10-28 01:07:00.000000000,2020-10-28 02:22:00.000000000,34.229332,-84.101678,0.36,Cumming,Forsyth,GA,30041,US/Eastern,KGVL,2020-10-28 00:53:00,66.0,66.0,93.0,28.8,8.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,34.2_-84.1
A-2272402,2,2020-04-23 08:24:14,2020-04-23 08:54:14,34.22568,-84.10443000000002,0.0,Cumming,Forsyth,GA,30040,US/Eastern,KCNI,2020-04-23 08:30:00,52.0,52.0,100.0,28.75,4.0,ESE,7.0,0.0,Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,34.2_-84.1
A-2354951,2,2020-02-27 16:09:51,2020-02-27 16:39:02,34.23035,-84.10125,0.4920000000000001,Cumming,Forsyth,GA,30040,US/Eastern,KCNI,2020-02-27 16:10:00,45.0,39.0,34.0,28.84,10.0,WNW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.2_-84.1
A-2481873,4,2019-09-03 09:10:15,2019-09-03 09:38:04,34.210679,-84.143984,0.252,Cumming,Forsyth,GA,30040-2303,US/Eastern,KCNI,2019-09-03 09:15:00,72.0,72.0,88.0,28.78,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.2_-84.1
A-2481875,4,2019-09-03 09:10:15,2019-09-03 09:38:04,34.207386,-84.142352,0.246,Cumming,Forsyth,GA,30040,US/Eastern,KCNI,2019-09-03 09:15:00,72.0,72.0,88.0,28.78,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,34.2_-84.1
A-2568378,4,2018-10-31 20:58:56,2018-10-31 21:28:17,34.233035,-84.16911800000003,0.662,Cumming,Forsyth,GA,30040-7124,US/Eastern,KCNI,2018-10-31 20:50:00,66.2,,64.0,30.08,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,34.2_-84.1
A-2635250,4,2018-07-19 12:42:53,2018-07-19 13:12:39,34.24021,-84.184151,0.342,Cumming,Forsyth,GA,30040-8330,US/Eastern,KCNI,2018-07-19 12:35:00,87.8,,52.0,30.05,10.0,ENE,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.2_-84.1
A-2802923,4,2019-06-06 08:12:56,2019-06-06 08:41:08,34.29873,-84.153471,0.397,Cumming,Forsyth,GA,30028,US/Eastern,KCNI,2019-06-06 08:15:00,70.0,70.0,100.0,28.68,7.0,CALM,0.0,0.0,Drizzle,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,34.2_-84.1
A-2805652,4,2019-06-12 20:38:17,2019-06-12 21:07:02,34.225559999999994,-84.10417,2.232,Cumming,Forsyth,GA,30041,US/Eastern,KGVL,2019-06-12 20:53:00,66.0,66.0,84.0,28.6,10.0,E,8.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,34.2_-84.1
A-2811534,4,2019-06-26 22:07:06,2019-06-26 22:35:19,34.280275,-84.11940899999998,0.496,Cumming,Forsyth,GA,30028-3206,US/Eastern,KCNI,2019-06-26 22:15:00,73.0,73.0,100.0,28.9,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,34.2_-84.1
A-2811535,4,2019-06-26 22:07:06,2019-06-26 22:35:19,34.275240999999994,-84.113212,0.496,Cumming,Forsyth,GA,30028-5572,US/Eastern,KCNI,2019-06-26 22:15:00,73.0,73.0,100.0,28.9,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,34.2_-84.1
A-2832655,3,2019-07-27 12:05:39,2019-07-27 12:35:06,34.213281,-84.119796,1.823,Cumming,Forsyth,GA,30041,US/Eastern,KGVL,2019-07-27 11:53:00,83.0,83.0,47.0,28.98,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.2_-84.1
