ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),City,County,State,Zipcode,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,DF_Matching
A-36047,4,2016-12-14 11:24:51,2016-12-14 17:24:51,33.33678,-84.68751800000003,0.191,Sharpsburg,Coweta,GA,30277,US/Eastern,KFFC,2016-12-14 11:53:00,50.0,,68.0,30.13,10.0,NNW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.3_-84.6
A-36049,4,2016-12-14 11:24:51,2016-12-14 17:24:51,33.3388,-84.68525,0.191,Sharpsburg,Coweta,GA,30277-2599,US/Eastern,KFFC,2016-12-14 11:53:00,50.0,,68.0,30.13,10.0,NNW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.3_-84.6
A-48302,4,2016-10-22 15:59:53,2016-10-22 21:59:53,33.336563,-84.65004499999998,0.5720000000000001,Sharpsburg,Coweta,GA,30277,US/Eastern,KFFC,2016-10-22 15:53:00,68.0,,26.0,30.07,10.0,North,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.3_-84.6
A-48304,4,2016-10-22 15:59:53,2016-10-22 21:59:53,33.32968,-84.64453,0.5720000000000001,Senoia,Coweta,GA,30276,US/Eastern,KFFC,2016-10-22 15:53:00,68.0,,26.0,30.07,10.0,North,10.4,,Clear,False,False,False,True,False,False,False,False,False,False,False,False,False,Day,33.3_-84.6
A-72094,4,2016-08-15 17:51:56,2016-08-15 23:51:56,33.318108,-84.619165,1.4980000000000002,Senoia,Coweta,GA,30276,US/Eastern,KFFC,2016-08-15 17:53:00,90.0,,48.0,30.12,10.0,SSE,9.2,,Clear,False,False,True,False,False,False,True,False,False,False,False,False,False,Day,33.3_-84.6
A-74797,2,2016-08-24 16:49:07,2016-08-24 22:49:07,33.33913,-84.68446999999998,0.0,Sharpsburg,Coweta,GA,30277,US/Eastern,KFFC,2016-08-24 16:49:00,75.2,,94.0,30.22,1.5,NNE,5.8,0.07,Thunderstorms and Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,33.3_-84.6
A-77118,4,2016-09-01 16:27:00,2016-09-01 22:27:00,33.326275,-84.63599,0.341,Senoia,Coweta,GA,30276,US/Eastern,KFFC,2016-09-01 16:53:00,90.0,,48.0,29.85,10.0,SSE,4.6,,Partly Cloudy,False,False,True,False,False,False,True,False,False,False,False,False,False,Day,33.3_-84.6
A-139094,3,2017-02-03 22:21:43,2017-02-04 04:21:43,33.396811,-84.602858,0.223,Peachtree City,Fayette,GA,30269,US/Eastern,KFFC,2017-02-03 21:53:00,39.9,32.5,28.0,30.36,10.0,NNW,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,33.3_-84.6
A-180070,4,2017-05-02 11:21:11,2017-05-02 17:21:11,33.329,-84.642581,0.3929999999999999,Senoia,Coweta,GA,30276,US/Eastern,KFFC,2017-05-02 10:53:00,69.1,,42.0,30.07,10.0,Variable,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.3_-84.6
A-203131,4,2017-06-09 00:11:46,2017-06-09 06:11:46,33.30144,-84.672881,0.634,Sharpsburg,Coweta,GA,30277-2820,US/Eastern,KFFC,2017-06-09 00:53:00,64.0,,96.0,29.9,7.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,33.3_-84.6
A-217091,4,2017-07-10 21:58:45,2017-07-11 03:58:45,33.38104000000001,-84.67144,1.974,Sharpsburg,Coweta,GA,30277-3125,US/Eastern,KFFC,2017-07-10 21:53:00,75.9,,94.0,30.06,10.0,SSE,4.6,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,33.3_-84.6
A-363036,2,2021-10-25 08:32:00,2021-10-25 09:47:00,33.359513,-84.66168,0.026,Sharpsburg,Coweta,GA,30277,US/Eastern,KFFC,2021-10-25 08:53:00,59.0,59.0,93.0,29.13,7.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.3_-84.6
A-444748,2,2021-10-27 08:50:00,2021-10-27 09:42:09,33.311757,-84.606764,0.8420000000000001,Senoia,Coweta,GA,30276,US/Eastern,KFFC,2021-10-27 08:53:00,49.0,47.0,83.0,29.08,10.0,NW,6.0,0.0,Fair,False,False,True,False,False,False,True,False,False,False,False,False,False,Day,33.3_-84.6
A-454612,2,2021-09-10 18:40:00,2021-09-10 19:55:00,33.398806,-84.680233,0.036,Newnan,Coweta,GA,30265-1736,US/Eastern,KCCO,2021-09-10 18:35:00,82.0,82.0,36.0,29.04,10.0,CALM,0.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.3_-84.6
A-504191,2,2021-10-27 08:54:00.000000000,2021-10-27 10:45:00.000000000,33.316721,-84.616339,0.191,Senoia,Coweta,GA,30276,US/Eastern,KFFC,2021-10-27 08:53:00,49.0,47.0,83.0,29.08,10.0,NW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.3_-84.6
