ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),City,County,State,Zipcode,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,DF_Matching
A-807588,2,2021-10-08 12:58:00,2021-10-08 17:45:00,32.251127000000004,-83.7457,0.287,Unadilla,Dooly,GA,31091,US/Eastern,KCKF,2021-10-08 12:55:00,78.0,78.0,76.0,29.71,10.0,N,6.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,32.2_-83.7
A-827443,2,2021-12-21 10:06:30,2021-12-21 11:25:30,32.212874,-83.745469,2.974,Pinehurst,Dooly,GA,31070,US/Eastern,KCKF,2021-12-21 10:15:00,40.0,35.0,93.0,29.64,1.0,NNE,8.0,,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,32.2_-83.7
A-1032994,2,2021-12-21 10:02:00,2021-12-21 11:17:00,32.260531,-83.74946800000002,0.187,Unadilla,Dooly,GA,31091,US/Eastern,KCKF,2021-12-21 09:55:00,40.0,35.0,94.0,29.64,1.0,NNE,8.0,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,32.2_-83.7
A-1079003,2,2021-12-08 09:36:00,2021-12-08 10:51:00,32.263144,-83.75027,4.918,Unadilla,Dooly,GA,31091,US/Eastern,KCKF,2021-12-08 09:35:00,68.0,68.0,92.0,29.64,5.0,W,6.0,,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,32.2_-83.7
A-1174040,2,2021-10-08 12:58:00.000000000,2021-10-08 16:15:00.000000000,32.251127000000004,-83.7457,0.287,Unadilla,Dooly,GA,31091,US/Eastern,KCKF,2021-10-08 12:55:00,78.0,78.0,76.0,29.71,10.0,N,6.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,32.2_-83.7
A-1305485,2,2021-11-28 03:25:00,2021-11-28 04:40:00,32.263148,-83.750535,0.382,Unadilla,Dooly,GA,31091,US/Eastern,KCKF,2021-11-28 03:15:00,41.0,41.0,78.0,29.74,10.0,CALM,0.0,,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,32.2_-83.7
A-1395124,2,2021-12-21 10:02:00,2021-12-21 11:45:00,32.260531,-83.74946800000002,0.187,Unadilla,Dooly,GA,31091,US/Eastern,KCKF,2021-12-21 09:55:00,40.0,35.0,94.0,29.64,1.0,NNE,8.0,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,32.2_-83.7
A-1797410,2,2020-11-08 23:15:00,2020-11-09 01:15:00,32.247415000000004,-83.743532,2.384,Unadilla,Dooly,GA,31091,US/Eastern,KCKF,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,32.2_-83.7
A-1803319,2,2020-11-21 22:15:50,2020-11-22 05:42:30,32.258045,-83.748683,5.283,Unadilla,Dooly,GA,31091,US/Eastern,KCKF,2020-11-21 22:15:00,60.0,60.0,83.0,29.94,10.0,CALM,0.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,32.2_-83.7
A-1906590,2,2020-11-08 22:44:35,2020-11-09 00:02:15,32.251131,-83.745712,0.715,Unadilla,Dooly,GA,31091,US/Eastern,KCKF,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,32.2_-83.7
A-1944667,2,2020-11-08 22:53:00,2020-11-09 00:13:00,32.248381,-83.743811,0.248,Unadilla,Dooly,GA,31091,US/Eastern,KCKF,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,32.2_-83.7
A-1963175,2,2020-11-08 23:15:00,2020-11-09 00:30:00,32.248144,-83.743949,0.992,Unadilla,Dooly,GA,31091,US/Eastern,KCKF,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,32.2_-83.7
A-2510145,2,2019-03-28 06:33:11,2019-03-28 07:02:55,32.25828,-83.74875,0.465,Unadilla,Dooly,GA,31091,US/Eastern,KCKF,2019-03-28 06:35:00,37.6,,87.0,30.37,10.0,Calm,,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,32.2_-83.7
A-2649729,2,2018-04-30 04:42:57,2018-04-30 10:42:57,32.24861,-83.74391999999997,0.207,Unadilla,Dooly,GA,31091,US/Eastern,KCKF,2018-04-30 04:35:00,59.9,,48.0,30.22,10.0,ESE,6.9,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,32.2_-83.7
