ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),City,County,State,Zipcode,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,DF_Matching
A-86976,3,2016-07-19 10:25:00,2016-07-19 16:25:00,33.351445,-84.918192,0.176,Newnan,Coweta,GA,30263-4923,US/Eastern,KCCO,2016-07-19 10:15:00,85.1,,74.0,30.26,10.0,West,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.3_-84.9
A-153399,4,2017-03-01 20:37:55,2017-03-02 02:37:55,33.338737,-84.980758,0.068,Newnan,Coweta,GA,30263-4910,US/Eastern,KCCO,2017-03-01 20:35:00,65.5,,95.0,29.96,10.0,West,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,33.3_-84.9
A-193797,4,2017-05-29 20:04:02,2017-05-30 02:04:02,33.352672,-84.91545,0.165,Newnan,Coweta,GA,30263-4923,US/Eastern,KCCO,2017-05-29 19:55:00,74.7,,92.0,30.04,10.0,Calm,,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.3_-84.9
A-206442,4,2017-06-21 23:56:03,2017-06-22 05:56:03,33.343289,-84.95034,1.237,Newnan,Coweta,GA,30263-4906,US/Eastern,KCCO,2017-06-21 23:55:00,73.4,,100.0,30.12,5.0,ESE,4.6,,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,33.3_-84.9
A-303362,2,2021-12-18 17:04:00,2021-12-18 18:19:00,33.339804,-84.971748,0.4579999999999999,Newnan,Coweta,GA,30263-4936,US/Eastern,KCCO,2021-12-18 16:55:00,65.0,65.0,97.0,28.96,10.0,SSW,3.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.3_-84.9
A-1138114,2,2021-12-18 17:04:00,2021-12-18 20:45:00,33.338881,-84.979602,0.4579999999999999,Newnan,Coweta,GA,30263-4801,US/Eastern,KCCO,2021-12-18 16:55:00,65.0,65.0,97.0,28.96,10.0,SSW,3.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.3_-84.9
A-1227412,4,2021-12-18 17:04:00.000000000,2021-12-18 18:19:00.000000000,33.339804,-84.971748,0.4579999999999999,Newnan,Coweta,GA,30263-4936,US/Eastern,KCCO,2021-12-18 16:55:00,65.0,65.0,97.0,28.96,10.0,SSW,3.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.3_-84.9
A-1416567,2,2021-11-08 17:43:00,2021-11-08 19:45:00,33.338664,-84.981134,0.081,Franklin,Coweta,GA,30217-8206,US/Eastern,KLGC,2021-11-08 17:35:00,58.0,58.0,62.0,29.5,10.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,33.3_-84.9
A-1915576,4,2020-09-17 13:31:00,2020-09-17 16:15:00,33.352533,-84.915768,0.1689999999999999,Newnan,Coweta,GA,30263-4923,US/Eastern,KCCO,2020-09-17 13:35:00,73.0,73.0,96.0,28.74,4.0,NNE,7.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.3_-84.9
A-2407994,2,2019-10-07 09:01:38,2019-10-07 09:31:09,33.3449,-84.93325,0.037,Newnan,Coweta,GA,30263-4928,US/Eastern,KCCO,2019-10-07 08:55:00,69.0,69.0,90.0,29.08,10.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.3_-84.9
A-2539254,4,2019-01-16 15:40:29,2019-01-16 16:09:53,33.353466999999995,-84.913676,0.01,Newnan,Coweta,GA,30263-4923,US/Eastern,KCCO,2019-01-16 16:15:00,59.0,,42.0,30.22,,NNW,5.8,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.3_-84.9
A-2539255,4,2019-01-16 15:40:29,2019-01-16 16:09:53,33.353536,-84.913523,0.01,Newnan,Coweta,GA,30263-4924,US/Eastern,KCCO,2019-01-16 16:15:00,59.0,,42.0,30.22,,NNW,5.8,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.3_-84.9
A-2794288,4,2019-05-21 03:22:32,2019-05-21 03:51:00,33.343439000000004,-84.94991999999998,1.263,Newnan,Coweta,GA,30263-4906,US/Eastern,KCCO,2019-05-21 03:15:00,67.0,67.0,90.0,28.93,10.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,33.3_-84.9
A-2794289,4,2019-05-21 03:22:32,2019-05-21 03:51:00,33.339859000000004,-84.971374,1.263,Newnan,Coweta,GA,30263-4908,US/Eastern,KCCO,2019-05-21 03:15:00,67.0,67.0,90.0,28.93,10.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,33.3_-84.9
