ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),City,County,State,Zipcode,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,DF_Matching
A-32633,4,2016-12-04 05:43:26,2016-12-04 11:43:26,33.639070000000004,-84.37810999999998,1.745,Atlanta,Clayton,GA,30354,US/Eastern,KATL,2016-12-04 05:52:00,46.0,40.2,89.0,30.13,10.0,East,12.7,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,33.6_-84.3
A-33945,3,2016-12-07 20:15:24,2016-12-08 02:15:24,33.67828,-84.31775999999998,0.821,Ellenwood,DeKalb,GA,30294,US/Eastern,KATL,2016-12-07 19:52:00,48.9,,83.0,30.09,10.0,West,6.9,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,33.6_-84.3
A-34579,2,2016-12-09 17:34:33,2016-12-09 23:34:33,33.64562,-84.39832,0.089,Atlanta,Clayton,GA,30354,US/Eastern,KATL,2016-12-09 17:52:00,37.0,28.5,44.0,30.46,10.0,NNW,13.8,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,33.6_-84.3
A-35844,2,2016-12-13 23:39:32,2016-12-14 05:39:32,33.61717,-84.39841,0.486,Forest Park,Clayton,GA,30297,US/Eastern,KATL,2016-12-13 23:52:00,52.0,,100.0,30.01,0.5,North,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,33.6_-84.3
A-36110,2,2016-12-14 14:27:05,2016-12-14 20:27:05,33.634809999999995,-84.39905,0.276,Atlanta,Clayton,GA,30354,US/Eastern,KATL,2016-12-14 14:52:00,55.9,,40.0,30.04,10.0,NE,3.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.6_-84.3
A-36824,4,2016-12-16 01:02:52,2016-12-16 07:02:52,33.68895,-84.39923,0.218,Atlanta,Fulton,GA,30315,US/Eastern,KATL,2016-12-16 00:52:00,28.9,22.8,41.0,30.32,10.0,NNW,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,33.6_-84.3
A-36826,4,2016-12-16 01:02:52,2016-12-16 07:02:52,33.684589,-84.398629,0.035,Atlanta,Fulton,GA,30315,US/Eastern,KATL,2016-12-16 00:52:00,28.9,22.8,41.0,30.32,10.0,NNW,5.8,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,33.6_-84.3
A-37323,4,2016-12-17 04:21:59,2016-12-17 10:21:59,33.68621,-84.30717,1.525,Atlanta,DeKalb,GA,30316,US/Eastern,KATL,2016-12-17 03:52:00,37.9,32.7,70.0,30.17,10.0,ESE,6.9,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,33.6_-84.3
A-38456,3,2016-12-20 20:52:25,2016-12-21 02:52:25,33.654920000000004,-84.36503,0.49,Atlanta,Fulton,GA,30354,US/Eastern,KATL,2016-12-20 20:52:00,39.0,34.8,93.0,30.36,8.0,NW,5.8,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,33.6_-84.3
A-38835,4,2016-12-22 04:43:30,2016-12-22 10:43:30,33.672470000000004,-84.32969,2.269,Conley,DeKalb,GA,30288,US/Eastern,KATL,2016-12-22 04:52:00,51.1,,61.0,30.19,10.0,SW,5.8,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,33.6_-84.3
A-39682,3,2016-12-25 20:38:53,2016-12-26 02:38:53,33.67828,-84.31775999999998,0.795,Ellenwood,DeKalb,GA,30294,US/Eastern,KATL,2016-12-25 20:52:00,64.9,,78.0,30.38,10.0,ESE,6.9,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,33.6_-84.3
A-39749,4,2016-12-27 05:38:09,2016-12-27 11:38:09,33.63176,-84.39544000000002,2.35,Atlanta,Clayton,GA,30354,US/Eastern,KATL,2016-12-27 05:52:00,55.9,,100.0,30.25,0.1,Calm,,,Mist,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,33.6_-84.3
A-40312,4,2016-12-28 20:49:05,2016-12-29 02:49:05,33.657624,-84.334976,0.009,Conley,DeKalb,GA,30288,US/Eastern,KATL,2016-12-28 20:52:00,59.0,,83.0,30.05,10.0,SSW,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,33.6_-84.3
A-40321,4,2016-12-28 23:41:54,2016-12-29 05:41:54,33.654920000000004,-84.36503,0.216,Atlanta,Fulton,GA,30354,US/Eastern,KATL,2016-12-28 23:52:00,62.1,,86.0,29.99,10.0,SSW,11.5,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,33.6_-84.3
A-40847,2,2016-12-30 15:34:12,2016-12-30 21:34:12,33.68148,-84.31313,0.4679999999999999,Atlanta,DeKalb,GA,30316,US/Eastern,KATL,2016-12-30 15:52:00,50.0,,23.0,30.2,10.0,West,17.3,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.6_-84.3
A-41265,3,2017-01-03 09:49:22,2017-01-03 15:49:22,33.654920000000004,-84.36503,0.49,Atlanta,Fulton,GA,30354,US/Eastern,KATL,2017-01-03 09:52:00,61.0,,90.0,29.9,10.0,WSW,10.4,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,33.6_-84.3
A-42471,4,2017-01-07 04:38:02,2017-01-07 10:38:02,33.609065,-84.395842,0.602,Forest Park,Clayton,GA,30297,US/Eastern,KATL,2017-01-07 04:52:00,25.0,11.3,92.0,30.12,3.0,NNW,18.4,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,33.6_-84.3
A-44629,4,2017-01-15 01:39:42,2017-01-15 07:39:42,33.61717,-84.39841,2.7460000000000004,Forest Park,Clayton,GA,30297,US/Eastern,KATL,2017-01-15 01:52:00,57.0,,83.0,30.32,10.0,West,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,33.6_-84.3
A-45419,4,2017-01-18 16:04:07,2017-01-18 22:04:07,33.694344,-84.349333,0.72,Atlanta,Fulton,GA,30315-5703,US/Eastern,KATL,2017-01-18 15:52:00,70.0,,53.0,30.07,10.0,WNW,9.2,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.6_-84.3
