ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),City,County,State,Zipcode,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,DF_Matching
A-188259,3,2017-05-08 07:58:13,2017-05-08 13:58:13,32.4037,-82.31224,0.753,Swainsboro,Emanuel,GA,30401,US/Eastern,KSBO,2017-05-08 07:55:00,53.6,,77.0,30.09,10.0,NNW,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,32.4_-82.3
A-192349,2,2017-05-23 16:55:40,2017-05-23 22:55:40,32.41709,-82.38688,6.2570000000000014,Swainsboro,Emanuel,GA,30401,US/Eastern,KSBO,2017-05-23 16:55:00,69.8,,100.0,29.74,7.0,SE,8.1,,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,32.4_-82.3
A-1774851,4,2020-10-24 04:34:00,2020-10-24 09:00:00,32.419290999999994,-82.397536,0.6709999999999999,Soperton,Treutlen,GA,30457,US/Eastern,KVDI,2020-10-24 04:35:00,64.0,64.0,88.0,29.73,2.0,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,32.4_-82.3
A-1968444,2,2020-10-07 13:30:30,2020-10-07 14:51:00,32.417103000000004,-82.386935,0.66,Swainsboro,Emanuel,GA,30401,US/Eastern,KSBO,2020-10-07 13:35:00,82.0,82.0,62.0,29.72,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,32.4_-82.3
A-2524772,4,2019-02-18 14:20:12,2019-02-18 19:19:55,32.4037,-82.31224,9.177,Swainsboro,Emanuel,GA,30401,US/Eastern,KSBO,2019-02-18 14:35:00,66.2,,40.0,30.16,10.0,NNW,9.2,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,32.4_-82.3
A-2640113,4,2018-06-04 10:33:55,2018-06-04 16:33:55,32.40477,-82.313389,5.013999999999999,Twin City,Emanuel,GA,30471,US/Eastern,KSBO,2018-06-04 10:35:00,82.4,,66.0,29.94,10.0,NE,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,32.4_-82.3
A-2746633,2,2017-10-30 10:05:00,2017-10-30 16:05:00,32.418304,-82.39210600000001,0.0,Swainsboro,Emanuel,GA,30401,US/Eastern,KSBO,2017-10-30 10:15:00,50.0,,50.0,30.04,10.0,North,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,32.4_-82.3
A-2746645,2,2017-10-30 14:11:00,2017-10-30 20:11:00,32.41709,-82.38688,0.645,Swainsboro,Emanuel,GA,30401,US/Eastern,KSBO,2017-10-30 14:15:00,64.4,,24.0,30.02,10.0,North,,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,32.4_-82.3
A-2749547,3,2017-09-07 20:01:40,2017-09-08 02:01:40,32.4037,-82.31224,9.177,Swainsboro,Emanuel,GA,30401,US/Eastern,KSBO,2017-09-07 19:55:00,71.6,,73.0,30.06,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,32.4_-82.3
A-2784632,2,2019-04-29 13:55:12,2019-04-29 14:25:00,32.408415000000005,-82.328689,2.268,Swainsboro,Emanuel,GA,30401,US/Eastern,KSBO,2019-04-29 13:55:00,86.0,86.0,35.0,29.84,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,32.4_-82.3
A-2787240,2,2019-05-06 07:17:45,2019-05-06 07:46:07,32.41711,-82.38696999999998,0.64,Swainsboro,Emanuel,GA,30401,US/Eastern,KSBO,2019-05-06 07:15:00,63.0,63.0,94.0,29.61,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,32.4_-82.3
