ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),City,County,State,Zipcode,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,DF_Matching
A-153393,4,2017-03-01 20:34:09,2017-03-02 02:34:09,32.337753,-84.02051,5.332999999999998,Montezuma,Macon,GA,31063-4714,US/Eastern,KACJ,2017-03-01 20:35:00,71.6,,69.0,29.96,10.0,SW,9.2,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,32.3_-84.0
A-172752,4,2017-04-03 17:00:57,2017-04-03 23:00:57,32.323504,-84.022611,1.081,Montezuma,Macon,GA,31063-1110,US/Eastern,KACJ,2017-04-03 16:55:00,60.8,,100.0,29.85,7.0,SSE,17.3,,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,32.3_-84.0
A-172755,4,2017-04-03 17:00:57,2017-04-03 23:00:57,32.339031,-84.020312,1.081,Montezuma,Macon,GA,31063-3510,US/Eastern,KACJ,2017-04-03 16:55:00,60.8,,100.0,29.85,7.0,SSE,17.3,,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,32.3_-84.0
A-495972,2,2021-10-10 00:12:00,2021-10-10 03:45:00,32.304063,-84.001874,0.1639999999999999,Montezuma,Macon,GA,31063-2150,US/Eastern,KACJ,2021-10-10 00:15:00,68.0,68.0,94.0,29.52,,CALM,0.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,32.3_-84.0
A-635607,4,2021-10-10 00:12:00,2021-10-10 03:00:00,32.306162,-84.000555,0.042,Montezuma,Macon,GA,31063-5614,US/Eastern,KACJ,2021-10-10 00:15:00,68.0,68.0,94.0,29.52,,CALM,0.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,32.3_-84.0
A-1012522,2,2021-10-10 00:12:00,2021-10-10 03:45:00,32.306162,-84.000555,0.042,Montezuma,Macon,GA,31063-5614,US/Eastern,KACJ,2021-10-10 00:15:00,68.0,68.0,94.0,29.52,,CALM,0.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,32.3_-84.0
A-1044531,4,2021-10-10 00:12:00,2021-10-10 03:00:00,32.304063,-84.001874,0.1639999999999999,Montezuma,Macon,GA,31063-2150,US/Eastern,KACJ,2021-10-10 00:15:00,68.0,68.0,94.0,29.52,,CALM,0.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,32.3_-84.0
A-2347504,4,2020-02-20 14:28:33,2020-02-20 14:57:15,32.33803,-84.02046999999997,0.5589999999999999,Montezuma,Macon,GA,31063-4714,US/Eastern,KACJ,2020-02-20 14:30:00,48.0,43.0,87.0,29.64,7.0,ENE,12.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,32.3_-84.0
A-2347505,4,2020-02-20 14:28:33,2020-02-20 14:57:15,32.33,-84.02168,0.5589999999999999,Montezuma,Macon,GA,31063-4713,US/Eastern,KACJ,2020-02-20 14:30:00,48.0,43.0,87.0,29.64,7.0,ENE,12.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,32.3_-84.0
A-2347507,4,2020-02-20 19:20:17,2020-02-20 19:48:35,32.33,-84.02168,0.5589999999999999,Montezuma,Macon,GA,31063-4713,US/Eastern,KACJ,2020-02-20 19:10:00,45.0,40.0,93.0,29.69,10.0,ENE,8.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,32.3_-84.0
