ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),City,County,State,Zipcode,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,DF_Matching
A-40218,4,2016-12-28 14:42:58,2016-12-28 20:42:58,34.06992,-83.78636999999998,0.8220000000000001,Hoschton,Barrow,GA,30548,US/Eastern,KWDR,2016-12-28 14:35:00,62.6,,37.0,30.14,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.0_-83.7
A-40219,4,2016-12-28 14:42:58,2016-12-28 20:42:58,34.080277,-83.793417,0.821,Hoschton,Barrow,GA,30548,US/Eastern,KWDR,2016-12-28 14:35:00,62.6,,37.0,30.14,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.0_-83.7
A-41127,3,2017-01-03 02:52:03,2017-01-03 08:52:03,34.002969,-83.70744599999998,0.04,Winder,Barrow,GA,30680-1644,US/Eastern,KWDR,2017-01-03 02:55:00,53.6,,100.0,29.92,2.5,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,34.0_-83.7
A-51331,2,2016-11-03 16:03:09,2016-11-03 22:03:09,34.044321999999994,-83.716622,0.04,Winder,Barrow,GA,30680-7709,US/Eastern,KWDR,2016-11-03 15:55:00,82.4,,37.0,30.17,10.0,NW,9.2,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.0_-83.7
A-68427,4,2016-08-02 09:33:45,2016-08-02 15:33:45,34.04585,-83.77725,0.812,Winder,Barrow,GA,30680-2812,US/Eastern,KWDR,2016-08-02 09:35:00,78.8,,83.0,30.15,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.0_-83.7
A-68429,4,2016-08-02 09:33:45,2016-08-02 15:33:45,34.034396,-83.774112,0.812,Winder,Barrow,GA,30680-2810,US/Eastern,KWDR,2016-08-02 09:35:00,78.8,,83.0,30.15,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.0_-83.7
A-189567,2,2017-05-12 16:09:37,2017-05-12 23:09:37,34.067708,-83.723804,0.0,Hoschton,Jackson,GA,30548,US/Eastern,KWDR,2017-05-12 16:15:00,82.4,,45.0,29.81,10.0,SW,3.5,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.0_-83.7
A-189637,4,2017-05-12 18:48:36,2017-05-13 00:48:36,34.06759,-83.72358,0.0,Hoschton,Jackson,GA,30548,US/Eastern,KWDR,2017-05-12 18:55:00,78.8,,54.0,29.78,10.0,SW,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.0_-83.7
A-189640,4,2017-05-12 18:48:36,2017-05-13 00:48:36,34.06759,-83.72358,0.0,Hoschton,Jackson,GA,30548,US/Eastern,KWDR,2017-05-12 18:55:00,78.8,,54.0,29.78,10.0,SW,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.0_-83.7
A-882502,4,2021-09-20 09:15:00,2021-09-20 10:30:00,34.052541999999995,-83.779324,0.408,Winder,Barrow,GA,30680-2818,US/Eastern,KWDR,2021-09-20 09:15:00,70.0,70.0,100.0,29.1,7.0,ESE,5.0,,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.0_-83.7
A-1421061,2,2021-09-20 09:19:30,2021-09-20 10:21:00,34.049026,-83.778114,0.6609999999999999,Winder,Barrow,GA,30680-2818,US/Eastern,KWDR,2021-09-20 09:15:00,70.0,70.0,100.0,29.1,7.0,ESE,5.0,,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.0_-83.7
A-1746382,2,2020-11-01 21:24:36,2020-11-02 01:37:20,34.099102,-83.798339,4.494,Braselton,Barrow,GA,30517,US/Eastern,KWDR,2020-11-01 21:15:00,55.0,55.0,26.0,29.18,10.0,NNW,17.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,34.0_-83.7
A-2245392,3,2020-04-08 07:26:01,2020-04-08 08:11:01,34.06638,-83.78396,0.0,Hoschton,Barrow,GA,30548,US/Eastern,KWDR,2020-04-08 07:35:00,63.0,63.0,88.0,28.9,10.0,W,6.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.0_-83.7
A-2419363,4,2019-10-16 11:22:20,2019-10-16 11:51:17,34.00554,-83.7067,0.183,Winder,Barrow,GA,30680-2149,US/Eastern,KWDR,2019-10-16 11:15:00,70.0,70.0,78.0,28.84,10.0,WNW,10.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.0_-83.7
A-2511701,4,2019-02-28 08:41:59,2019-02-28 09:11:32,34.065991,-83.72138100000002,0.921,Hoschton,Jackson,GA,30548-2817,US/Eastern,KWDR,2019-02-28 08:35:00,57.2,,94.0,30.07,2.5,South,3.5,,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.0_-83.7
A-2511702,4,2019-02-28 08:41:59,2019-02-28 09:11:32,34.05323,-83.716747,0.921,Winder,Barrow,GA,30680-1665,US/Eastern,KWDR,2019-02-28 08:35:00,57.2,,94.0,30.07,2.5,South,3.5,,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.0_-83.7
A-2553343,4,2018-12-08 00:29:29,2018-12-08 00:59:08,34.058374,-83.71836400000002,0.725,Hoschton,Jackson,GA,30548,US/Eastern,KWDR,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,34.0_-83.7
A-2583097,4,2018-11-26 10:47:52,2018-11-26 11:17:48,34.04473,-83.716796,1.15,Winder,Barrow,GA,30680-7709,US/Eastern,KWDR,2018-11-26 16:35:00,44.6,38.8,61.0,29.94,10.0,WNW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.0_-83.7
A-2583098,4,2018-11-26 10:47:52,2018-11-26 11:17:48,34.028609,-83.71178,1.15,Winder,Barrow,GA,30680-1658,US/Eastern,KWDR,2018-11-26 16:35:00,44.6,38.8,61.0,29.94,10.0,WNW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.0_-83.7
A-2607514,4,2018-09-11 15:26:40,2018-09-11 15:56:24,34.098889,-83.79933299999998,2.141,Braselton,Barrow,GA,30517,US/Eastern,KWDR,2018-09-11 15:36:00,86.0,,62.0,30.08,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.0_-83.7
A-2639052,4,2018-05-31 12:14:47,2018-05-31 18:14:47,34.058212,-83.781214,0.861,Winder,Barrow,GA,30680-2755,US/Eastern,KWDR,2018-05-31 12:35:00,82.4,,74.0,30.06,10.0,WSW,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.0_-83.7
A-2639053,4,2018-05-31 12:14:47,2018-05-31 18:14:47,34.06992,-83.78636999999998,0.861,Hoschton,Barrow,GA,30548,US/Eastern,KWDR,2018-05-31 12:35:00,82.4,,74.0,30.06,10.0,WSW,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.0_-83.7
A-2677410,4,2018-03-15 08:52:55,2018-03-15 14:52:55,34.050395,-83.778816,0.5760000000000001,Winder,Barrow,GA,30680-2813,US/Eastern,KWDR,2018-03-15 08:15:00,35.6,29.9,60.0,30.1,10.0,West,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.0_-83.7
A-2701638,4,2018-01-10 10:27:13,2018-01-10 16:27:13,34.020548,-83.710481,0.195,Winder,Barrow,GA,30680-1657,US/Eastern,KWDR,2018-01-10 10:35:00,57.2,,67.0,30.35,10.0,East,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.0_-83.7
A-2701639,4,2018-01-10 10:27:13,2018-01-10 16:27:13,34.018157,-83.708665,0.195,Winder,Barrow,GA,30680-1657,US/Eastern,KWDR,2018-01-10 10:35:00,57.2,,67.0,30.35,10.0,East,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.0_-83.7
A-2702788,2,2018-01-12 11:14:36,2018-01-12 17:14:36,34.05066,-83.77891,0.0,Winder,Barrow,GA,30680-2818,US/Eastern,KWDR,2018-01-12 11:15:00,59.0,,88.0,29.8,10.0,West,6.9,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.0_-83.7
