ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),City,County,State,Zipcode,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,DF_Matching
A-57540,4,2016-11-25 06:03:57,2016-11-25 12:03:57,33.155833,-84.871509,5.079,Hogansville,Troup,GA,30230,US/Eastern,KCCO,2016-11-25 05:55:00,52.0,,100.0,30.24,10.0,West,3.5,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,33.1_-84.8
A-86660,3,2016-07-18 12:54:21,2016-07-18 18:54:21,33.15566,-84.87115,0.617,Hogansville,Troup,GA,30230,US/Eastern,KCCO,2016-07-18 12:55:00,87.4,,67.0,30.3,10.0,South,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.1_-84.8
A-87805,2,2016-07-21 15:32:03,2016-07-21 21:32:03,33.15566,-84.87115,0.617,Hogansville,Troup,GA,30230,US/Eastern,KCCO,2016-07-21 15:35:00,76.3,,88.0,30.13,10.0,WNW,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.1_-84.8
A-193332,2,2017-05-26 14:29:57,2017-05-26 20:29:57,33.15566,-84.87115,0.617,Hogansville,Troup,GA,30230,US/Eastern,KCCO,2017-05-26 14:15:00,79.7,,54.0,30.06,10.0,West,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.1_-84.8
A-205331,4,2017-06-17 18:02:33,2017-06-18 00:02:33,33.15566,-84.87115,0.617,Hogansville,Troup,GA,30230,US/Eastern,KCCO,2017-06-17 17:55:00,77.9,,86.0,29.86,3.0,SE,6.9,,Heavy Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.1_-84.8
A-256116,2,2021-11-09 12:38:00,2021-11-09 16:45:00,33.164516,-84.866884,4.261,Hogansville,Troup,GA,30230,US/Eastern,KCCO,2021-11-09 12:35:00,73.0,73.0,30.0,29.23,10.0,WSW,5.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.1_-84.8
A-301924,2,2021-12-18 12:11:00,2021-12-18 14:00:00,33.15501,-84.87214200000003,4.797,Hogansville,Troup,GA,30230,US/Eastern,KCCO,2021-12-18 12:15:00,64.0,64.0,96.0,29.03,10.0,SW,3.0,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.1_-84.8
A-362787,2,2021-12-29 08:49:00,2021-12-29 10:04:00,33.15501,-84.87214200000003,4.797,Hogansville,Troup,GA,30230,US/Eastern,KCCO,2021-12-29 08:55:00,66.0,66.0,96.0,28.9,7.0,SSW,6.0,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.1_-84.8
A-379444,2,2021-10-10 10:15:30,2021-10-10 12:16:00,33.153454,-84.872985,2.092,Hogansville,Troup,GA,30230,US/Eastern,KCCO,2021-10-10 10:15:00,69.0,69.0,77.0,29.04,10.0,E,9.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.1_-84.8
A-609078,2,2021-08-20 18:08:25,2021-08-20 19:01:43,33.157434,-84.869699,0.6559999999999999,Hogansville,Troup,GA,30230,US/Eastern,KCCO,2021-08-20 18:15:00,78.0,78.0,82.0,28.9,2.0,CALM,0.0,,Heavy Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.1_-84.8
A-628519,2,2021-11-05 20:54:00,2021-11-05 23:02:00,33.164516,-84.866884,4.261,Hogansville,Troup,GA,30230,US/Eastern,KCCO,2021-11-05 20:55:00,47.0,44.0,68.0,29.18,10.0,ENE,5.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,33.1_-84.8
A-711154,2,2021-08-19 17:38:00,2021-08-19 20:45:00,33.174419,-84.81093100000002,0.178,Grantville,Meriwether,GA,30220-2910,US/Eastern,KCCO,2021-08-19 17:35:00,78.0,78.0,78.0,29.05,10.0,CALM,0.0,,T-Storm,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.1_-84.8
A-894946,2,2021-09-08 18:19:00,2021-09-08 19:34:00,33.125356,-84.82075,1.021,Hogansville,Meriwether,GA,30230-4001,US/Eastern,KCCO,2021-09-08 18:15:00,,,,28.86,10.0,SW,3.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.1_-84.8
A-931734,2,2021-11-26 14:42:00,2021-11-26 15:57:00,33.15501,-84.87214200000003,4.797,Hogansville,Troup,GA,30230,US/Eastern,KCCO,2021-11-26 14:35:00,52.0,52.0,30.0,29.06,10.0,NNW,10.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.1_-84.8
