ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),City,County,State,Zipcode,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,DF_Matching
A-34201,2,2016-12-08 17:02:01,2016-12-08 23:02:01,34.26295,-84.08718,0.075,Cumming,Forsyth,GA,30040,US/Eastern,KCNI,2016-12-08 16:55:00,41.0,32.8,21.0,30.28,10.0,NW,16.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.2_-84.0
A-39310,2,2016-12-23 12:20:26,2016-12-23 18:20:26,34.25803,-84.07485,0.215,Cumming,Forsyth,GA,30041,US/Eastern,KGVL,2016-12-23 11:53:00,51.1,,38.0,30.45,10.0,Variable,6.9,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,34.2_-84.0
A-54304,4,2016-11-14 16:08:01,2016-11-14 22:08:01,34.2634,-84.08671,0.657,Cumming,Forsyth,GA,30028,US/Eastern,KCNI,2016-11-14 16:15:00,62.6,,24.0,30.01,4.0,WNW,6.9,,Haze,False,False,False,True,False,False,False,False,False,False,False,True,False,Day,34.2_-84.0
A-77121,2,2016-09-01 16:25:37,2016-09-01 22:25:37,34.26295,-84.08718,0.075,Cumming,Forsyth,GA,30040,US/Eastern,KCNI,2016-09-01 16:35:00,,,,29.88,10.0,Calm,,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.2_-84.0
A-88762,2,2016-07-25 18:52:47,2016-07-26 00:52:47,34.252144,-84.092904,0.284,Cumming,Forsyth,GA,30041,US/Eastern,KGVL,2016-07-25 18:53:00,91.9,,45.0,29.96,10.0,SSE,6.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.2_-84.0
A-159685,2,2017-03-22 17:54:48,2017-03-22 23:54:48,34.24832,-84.09434,0.562,Cumming,Forsyth,GA,30041,US/Eastern,KGVL,2017-03-22 17:53:00,66.9,,37.0,30.13,10.0,West,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.2_-84.0
A-379787,2,2021-12-18 13:56:31,2021-12-18 17:16:40,34.252154,-84.0929,1.279,Cumming,Forsyth,GA,30041,US/Eastern,KGVL,2021-12-18 13:53:00,63.0,63.0,93.0,28.67,9.0,SW,6.0,0.04,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.2_-84.0
A-858320,2,2021-12-18 16:21:00,2021-12-18 17:46:00,34.270623,-84.079668,0.046,Cumming,Forsyth,GA,30041,US/Eastern,KGVL,2021-12-18 15:53:00,64.0,64.0,90.0,28.64,10.0,SW,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.2_-84.0
A-870752,2,2021-10-25 17:12:00,2021-10-25 20:45:00,34.247749,-84.09456,0.319,Cumming,Forsyth,GA,30041,US/Eastern,KGVL,2021-10-25 17:11:00,74.0,74.0,71.0,28.47,10.0,NW,12.0,0.0,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,34.2_-84.0
A-1100383,4,2021-10-25 17:12:00,2021-10-25 19:45:00,34.247749,-84.09456,0.614,Cumming,Forsyth,GA,30041,US/Eastern,KGVL,2021-10-25 17:11:00,74.0,74.0,71.0,28.47,10.0,NW,12.0,0.0,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,34.2_-84.0
A-1735414,4,2020-12-25 12:56:00,2020-12-25 15:45:00,34.249616,-84.093856,0.479,Cumming,Forsyth,GA,30041,US/Eastern,KGVL,2020-12-25 12:53:00,28.0,17.0,39.0,28.63,10.0,W,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.2_-84.0
A-2103651,1,2020-05-07 11:15:05,2020-05-07 11:45:05,34.263090000000005,-84.08736,0.0,Cumming,Forsyth,GA,30040,US/Eastern,KCNI,2020-05-07 11:10:00,59.0,59.0,36.0,28.86,10.0,N,3.0,0.0,Fair,False,False,False,True,False,False,False,False,False,False,False,False,False,Day,34.2_-84.0
A-2116742,2,2020-05-14 15:36:23,2020-05-14 16:06:23,34.28217,-84.07629,0.0,Cumming,Forsyth,GA,30028,US/Eastern,KCNI,2020-05-14 15:30:00,79.0,79.0,44.0,28.92,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,True,True,False,False,False,False,False,False,False,True,False,Day,34.2_-84.0
A-2525233,2,2019-02-19 06:53:11,2019-02-19 07:22:56,34.27135,-84.07939,0.0,Cumming,Forsyth,GA,30028,US/Eastern,KCNI,2019-02-19 06:55:00,37.4,,93.0,30.42,7.0,Calm,,,Light Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,34.2_-84.0
A-2710513,4,2018-01-30 08:17:34,2018-01-30 14:17:34,34.290909,-84.02054100000002,0.257,Cumming,Forsyth,GA,30041-4106,US/Eastern,KGVL,2018-01-30 07:53:00,28.9,22.8,64.0,30.3,10.0,WNW,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.2_-84.0
A-2710514,4,2018-01-30 08:17:34,2018-01-30 14:17:34,34.291051,-84.016035,0.257,Cumming,Forsyth,GA,30041-1446,US/Eastern,KGVL,2018-01-30 07:53:00,28.9,22.8,64.0,30.3,10.0,WNW,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.2_-84.0
A-2734273,2,2017-11-27 07:20:36,2017-11-27 13:20:36,34.25622,-84.09164399999997,0.0,Cumming,Forsyth,GA,30040,US/Eastern,KCNI,2017-11-27 07:15:00,32.0,,87.0,30.21,10.0,Calm,,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,34.2_-84.0
A-2786132,4,2019-05-03 18:14:05,2019-05-03 18:43:07,34.262594,-84.087536,0.0,Cumming,Forsyth,GA,30040,US/Eastern,KCNI,2019-05-03 18:15:00,81.0,81.0,54.0,28.68,10.0,SW,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,34.2_-84.0
