ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),City,County,State,Zipcode,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,DF_Matching
A-31691,2,2016-11-30 20:01:48,2016-12-01 02:01:48,33.70345,-84.16691,0.361,Lithonia,DeKalb,GA,30038,US/Eastern,KATL,2016-11-30 19:52:00,60.1,,90.0,29.83,10.0,West,8.1,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,33.7_-84.1
A-32371,2,2016-12-02 15:28:52,2016-12-02 21:28:52,33.70345,-84.16691,0.361,Lithonia,DeKalb,GA,30038,US/Eastern,KATL,2016-12-02 15:52:00,59.0,,27.0,30.21,10.0,NNW,13.8,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,33.7_-84.1
A-32627,4,2016-12-04 04:20:26,2016-12-04 10:20:26,33.70325,-84.17498,4.226,Lithonia,DeKalb,GA,30038,US/Eastern,KATL,2016-12-04 03:52:00,46.0,40.2,89.0,30.14,10.0,East,12.7,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,33.7_-84.1
A-34351,4,2016-12-09 07:19:48,2016-12-09 13:19:48,33.718267,-84.149487,0.222,Lithonia,Dekalb,GA,30058-4814,US/Eastern,KPDK,2016-12-09 06:53:00,27.0,18.7,58.0,30.48,10.0,NW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,33.7_-84.1
A-34352,4,2016-12-09 07:19:48,2016-12-09 13:19:48,33.71754,-84.145725,0.222,Lithonia,Dekalb,GA,30058-4814,US/Eastern,KPDK,2016-12-09 06:53:00,27.0,18.7,58.0,30.48,10.0,NW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,33.7_-84.1
A-35723,2,2016-12-13 16:44:28,2016-12-13 22:44:28,33.70325,-84.17498,0.469,Lithonia,DeKalb,GA,30038,US/Eastern,KATL,2016-12-13 16:52:00,53.1,,100.0,29.99,0.5,East,4.6,0.0,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.7_-84.1
A-37514,4,2016-12-18 07:28:03,2016-12-18 13:28:03,33.70312,-84.147512,1.11,Lithonia,DeKalb,GA,30038,US/Eastern,KATL,2016-12-18 07:52:00,70.0,,81.0,30.02,10.0,SSW,16.1,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,33.7_-84.1
A-37516,4,2016-12-18 07:39:21,2016-12-18 13:39:21,33.70312,-84.147512,1.11,Lithonia,DeKalb,GA,30038,US/Eastern,KATL,2016-12-18 07:52:00,70.0,,81.0,30.02,10.0,SSW,16.1,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.7_-84.1
A-37517,4,2016-12-18 07:39:21,2016-12-18 13:39:21,33.703337,-84.12926800000002,1.109,Lithonia,DeKalb,GA,30038,US/Eastern,KATL,2016-12-18 07:52:00,70.0,,81.0,30.02,10.0,SSW,16.1,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.7_-84.1
A-40633,3,2016-12-29 22:20:08,2016-12-30 04:20:08,33.70325,-84.17498,1.949,Lithonia,DeKalb,GA,30038,US/Eastern,KATL,2016-12-29 21:52:00,46.0,40.2,29.0,30.14,10.0,NW,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,33.7_-84.1
A-40650,3,2016-12-30 02:14:31,2016-12-30 08:14:31,33.70325,-84.17498,1.949,Lithonia,DeKalb,GA,30038,US/Eastern,KATL,2016-12-30 01:52:00,39.9,32.1,47.0,30.18,10.0,WNW,13.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,33.7_-84.1
A-40933,3,2016-12-30 20:56:52,2016-12-31 02:56:52,33.70325,-84.17498,0.469,Lithonia,DeKalb,GA,30038,US/Eastern,KATL,2016-12-30 20:52:00,41.0,36.4,33.0,30.24,10.0,NW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,33.7_-84.1
A-45746,2,2017-01-19 16:20:11,2017-01-19 22:20:11,33.70325,-84.17498,0.469,Lithonia,DeKalb,GA,30038,US/Eastern,KATL,2017-01-19 15:52:00,72.0,,53.0,29.91,10.0,South,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.7_-84.1
A-45945,2,2017-01-20 07:06:15,2017-01-20 13:06:15,33.70394,-84.17013,0.088,Decatur,DeKalb,GA,30035,US/Eastern,KPDK,2017-01-20 06:53:00,62.1,,90.0,29.81,10.0,SW,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,33.7_-84.1
A-46717,2,2017-01-23 16:45:36,2017-01-23 22:45:36,33.70325,-84.17498,0.469,Lithonia,DeKalb,GA,30038,US/Eastern,KATL,2017-01-23 16:42:00,55.0,,72.0,29.52,10.0,NW,18.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.7_-84.1
A-50029,3,2016-10-30 15:59:58,2016-10-30 21:59:58,33.70345,-84.16691,0.361,Lithonia,DeKalb,GA,30038,US/Eastern,KATL,2016-10-30 15:52:00,84.0,,29.0,30.08,10.0,WNW,6.9,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,33.7_-84.1
A-52490,3,2016-11-08 06:17:22,2016-11-08 12:17:22,33.70167,-84.10795,2.023,Lithonia,DeKalb,GA,30058,US/Eastern,KPDK,2016-11-08 05:53:00,48.9,,69.0,30.32,10.0,Calm,,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,33.7_-84.1
A-53305,2,2016-11-10 08:57:07,2016-11-10 14:57:07,33.70167,-84.10795,2.023,Lithonia,DeKalb,GA,30058,US/Eastern,KPDK,2016-11-10 08:53:00,48.0,,61.0,30.25,10.0,North,3.5,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,33.7_-84.1
A-56001,4,2016-11-19 05:45:34,2016-11-19 11:45:34,33.70343,-84.14107,3.31,Lithonia,DeKalb,GA,30038,US/Eastern,KATL,2016-11-19 05:52:00,55.9,,87.0,30.08,10.0,SW,8.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,33.7_-84.1
A-61057,2,2016-09-23 16:34:25,2016-09-23 22:34:25,33.70345,-84.16691,0.357,Lithonia,DeKalb,GA,30038,US/Eastern,KATL,2016-09-23 16:52:00,89.1,,42.0,29.99,10.0,NNW,6.9,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,33.7_-84.1
A-62215,2,2016-09-28 10:00:18,2016-09-28 16:00:18,33.70167,-84.10795,2.023,Lithonia,DeKalb,GA,30058,US/Eastern,KPDK,2016-09-28 09:53:00,71.1,,70.0,29.93,10.0,WSW,4.6,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,33.7_-84.1
A-62606,2,2016-09-29 13:44:49,2016-09-29 19:44:49,33.70167,-84.10795,2.023,Lithonia,DeKalb,GA,30058,US/Eastern,KPDK,2016-09-29 13:53:00,73.9,,43.0,29.99,10.0,West,10.4,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,33.7_-84.1
A-63665,2,2016-10-04 05:09:34,2016-10-04 11:09:34,33.70325,-84.17498,0.469,Lithonia,DeKalb,GA,30038,US/Eastern,KATL,2016-10-04 04:52:00,66.0,,87.0,30.0,10.0,East,6.9,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,33.7_-84.1
A-65255,3,2016-10-10 20:03:46,2016-10-11 02:03:46,33.70345,-84.16691,0.3929999999999999,Lithonia,DeKalb,GA,30038,US/Eastern,KATL,2016-10-10 19:52:00,69.1,,36.0,30.27,10.0,SE,3.5,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,33.7_-84.1
A-66612,3,2016-10-14 15:58:52,2016-10-14 21:58:52,33.70345,-84.16691,0.3929999999999999,Lithonia,DeKalb,GA,30038,US/Eastern,KATL,2016-10-14 15:52:00,79.0,,42.0,30.19,10.0,ESE,9.2,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,33.7_-84.1
A-71649,3,2016-08-13 12:33:54,2016-08-13 18:33:54,33.70345,-84.16691,0.357,Lithonia,DeKalb,GA,30038,US/Eastern,KATL,2016-08-13 12:52:00,86.0,,57.0,30.06,10.0,South,9.2,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,33.7_-84.1
A-71825,3,2016-08-15 06:31:51,2016-08-15 12:31:51,33.70345,-84.16691,0.357,Lithonia,DeKalb,GA,30038,US/Eastern,KATL,2016-08-15 06:24:00,73.9,,93.0,30.19,10.0,South,5.8,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,33.7_-84.1
A-73592,2,2016-08-19 19:50:04,2016-08-20 01:50:04,33.70325,-84.17498,0.469,Lithonia,DeKalb,GA,30038,US/Eastern,KATL,2016-08-19 19:52:00,73.9,,93.0,29.96,10.0,NNW,3.5,0.02,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.7_-84.1
A-74493,2,2016-08-23 18:45:48,2016-08-24 00:45:48,33.70325,-84.17498,0.469,Lithonia,DeKalb,GA,30038,US/Eastern,KATL,2016-08-23 18:52:00,90.0,,45.0,30.17,10.0,NNE,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.7_-84.1
A-76484,2,2016-08-30 18:26:21,2016-08-31 00:26:21,33.70343,-84.14107,2.277,Lithonia,DeKalb,GA,30038,US/Eastern,KATL,2016-08-30 18:52:00,87.1,,51.0,29.97,10.0,ENE,15.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.7_-84.1
A-78032,2,2016-09-06 07:02:44,2016-09-06 13:02:44,33.70167,-84.10795,2.023,Lithonia,DeKalb,GA,30058,US/Eastern,KPDK,2016-09-06 06:53:00,64.0,,90.0,30.19,10.0,Calm,,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,33.7_-84.1
A-79280,2,2016-09-09 12:21:49,2016-09-09 18:21:49,33.70345,-84.16691,0.357,Lithonia,DeKalb,GA,30038,US/Eastern,KATL,2016-09-09 11:52:00,87.1,,44.0,30.09,10.0,NW,12.7,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,33.7_-84.1
A-79579,4,2016-09-10 23:24:06,2016-09-11 05:24:06,33.70326,-84.147724,0.545,Lithonia,DeKalb,GA,30038,US/Eastern,KATL,2016-09-10 23:52:00,81.0,,58.0,30.06,10.0,WSW,6.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,33.7_-84.1
A-80917,2,2016-06-24 04:48:08,2016-06-24 10:48:08,33.747968,-84.196921,0.108,Stone Mountain,Dekalb,GA,30088-3535,US/Eastern,KPDK,2016-06-24 04:53:00,77.0,,69.0,30.0,10.0,WSW,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,33.7_-84.1
A-81105,2,2016-06-24 13:59:49,2016-06-24 19:59:49,33.70345,-84.16691,0.357,Lithonia,DeKalb,GA,30038,US/Eastern,KATL,2016-06-24 13:52:00,93.9,,43.0,30.03,10.0,West,12.7,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,33.7_-84.1
A-81714,3,2016-06-27 14:41:02,2016-06-27 20:41:02,33.70343,-84.14107,0.5870000000000001,Lithonia,DeKalb,GA,30038,US/Eastern,KATL,2016-06-27 14:52:00,91.0,,48.0,30.0,10.0,SSE,10.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.7_-84.1
A-81717,3,2016-06-27 14:43:45,2016-06-27 20:46:28,33.70343,-84.14107,2.277,Lithonia,DeKalb,GA,30038,US/Eastern,KATL,2016-06-27 14:52:00,91.0,,48.0,30.0,10.0,SSE,10.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.7_-84.1
