ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),City,County,State,Zipcode,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,DF_Matching
A-57464,2,2016-11-24 14:05:50,2016-11-24 20:05:50,33.81682,-85.10014,0.0,Buchanan,Haralson,GA,30113,US/Eastern,KCTJ,2016-11-24 14:15:00,75.2,,47.0,30.21,10.0,SW,5.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,33.8_-85.1
A-66191,3,2016-10-13 12:31:52,2016-10-13 18:31:52,33.803647999999995,-85.176899,0.0,Buchanan,Haralson,GA,30113,US/Eastern,KCTJ,2016-10-13 12:35:00,77.7,,34.0,30.25,10.0,NW,4.6,,Clear,False,False,False,True,False,False,False,False,False,False,False,True,False,Day,33.8_-85.1
A-66230,2,2016-10-13 12:31:52,2016-10-13 20:36:59,33.80365,-85.17689,0.0,Buchanan,Haralson,GA,30113,US/Eastern,KCTJ,2016-10-13 12:35:00,77.7,,34.0,30.25,10.0,NW,4.6,,Clear,False,False,False,True,False,False,False,False,False,False,False,True,False,Day,33.8_-85.1
A-2721641,4,2017-12-21 19:59:30,2017-12-22 01:59:30,33.803693,-85.176651,0.039,Buchanan,Haralson,GA,30113,US/Eastern,KCTJ,2017-12-21 19:55:00,52.7,,97.0,30.16,10.0,ESE,4.6,,Overcast,False,False,False,True,False,False,False,False,False,False,False,True,False,Night,33.8_-85.1
A-2789527,2,2019-05-10 09:32:00,2019-05-10 10:00:18,33.80357,-85.17730999999998,0.067,Buchanan,Haralson,GA,30113-4909,US/Eastern,KCTJ,2019-05-10 09:35:00,64.0,64.0,100.0,28.71,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.8_-85.1
A-2836688,4,2019-08-05 12:28:44,2019-08-05 12:57:31,33.807702,-85.178236,0.612,Buchanan,Haralson,GA,30113,US/Eastern,KCTJ,2019-08-05 12:35:00,81.0,81.0,65.0,28.65,10.0,N,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.8_-85.1
A-2842972,4,2019-08-19 19:38:30,2019-08-19 20:06:44,33.80376,-85.17625,0.094,Buchanan,Haralson,GA,30113-5020,US/Eastern,KCTJ,2019-08-19 19:35:00,75.0,75.0,73.0,28.68,10.0,NNE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.8_-85.1
A-2842973,4,2019-08-19 19:38:30,2019-08-19 20:06:44,33.803464,-85.17784499999998,0.094,Buchanan,Haralson,GA,30113-4909,US/Eastern,KCTJ,2019-08-19 19:35:00,75.0,75.0,73.0,28.68,10.0,NNE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,33.8_-85.1
A-2842977,4,2019-08-19 21:34:04,2019-08-19 22:03:15,33.80376,-85.17625,0.094,Buchanan,Haralson,GA,30113-5020,US/Eastern,KCTJ,2019-08-19 21:35:00,73.0,73.0,78.0,28.73,10.0,E,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,33.8_-85.1
A-2842978,4,2019-08-19 21:34:04,2019-08-19 22:03:15,33.803464,-85.17784499999998,0.094,Buchanan,Haralson,GA,30113-4909,US/Eastern,KCTJ,2019-08-19 21:35:00,73.0,73.0,78.0,28.73,10.0,E,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,33.8_-85.1
