ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),City,County,State,Zipcode,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,DF_Matching
A-77760,3,2016-09-04 02:20:11,2016-09-04 08:20:11,31.323193,-81.44770799999998,3.2230000000000003,Brunswick,Glynn,GA,31525,US/Eastern,KBQK,2016-09-04 02:15:00,71.6,,100.0,30.09,7.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,31.3_-81.4
A-77761,3,2016-09-04 02:20:11,2016-09-04 08:20:11,31.36862,-81.43533000000002,3.2230000000000003,Darien,Mcintosh,GA,31305-9013,US/Eastern,KBQK,2016-09-04 02:15:00,71.6,,100.0,30.09,7.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,31.3_-81.4
A-88037,3,2016-07-22 12:10:15,2016-07-22 18:10:15,31.39994,-81.44782,0.602,Darien,McIntosh,GA,31305,US/Eastern,KBQK,2016-07-22 12:15:00,91.4,,55.0,30.12,10.0,South,6.9,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,31.3_-81.4
A-162415,3,2017-04-03 04:41:18,2017-04-03 10:41:18,31.39291,-81.44946999999998,0.542,Darien,McIntosh,GA,31305,US/Eastern,KBQK,2017-04-03 04:35:00,71.6,,83.0,29.99,10.0,SSE,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,31.3_-81.4
A-177838,2,2017-04-24 05:16:59,2017-04-24 11:16:59,31.39291,-81.44946999999998,0.542,Darien,McIntosh,GA,31305,US/Eastern,KBQK,2017-04-24 05:15:00,68.0,,100.0,29.69,10.0,SW,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,31.3_-81.4
A-251713,2,2021-12-26 21:41:00,2021-12-27 00:00:00,31.388529,-81.45093,5.527,Darien,McIntosh,GA,31305,US/Eastern,KBQK,2021-12-26 21:35:00,60.0,60.0,99.0,30.05,0.5,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,31.3_-81.4
A-386052,2,2021-12-26 21:41:00,2021-12-26 22:56:00,31.31568,-81.47668,5.473,Brunswick,Glynn,GA,31525,US/Eastern,KBQK,2021-12-26 21:35:00,60.0,60.0,99.0,30.05,0.5,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,31.3_-81.4
A-412326,2,2021-08-11 21:04:00.000000000,2021-08-11 23:45:00.000000000,31.391512,-81.449836,0.925,Darien,McIntosh,GA,31305,US/Eastern,KBQK,2021-08-11 20:55:00,82.0,82.0,77.0,30.1,10.0,SE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,31.3_-81.4
A-428912,2,2021-12-22 02:01:00.000000000,2021-12-22 05:30:00.000000000,31.369915,-81.434439,0.051,Darien,McIntosh,GA,31305-9123,US/Eastern,KBQK,2021-12-22 01:55:00,44.0,37.0,97.0,29.8,10.0,W,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,31.3_-81.4
A-638983,2,2021-12-26 21:41:00,2021-12-27 02:45:00,31.388529,-81.45093,5.527,Darien,McIntosh,GA,31305,US/Eastern,KBQK,2021-12-26 21:35:00,60.0,60.0,99.0,30.05,0.5,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,31.3_-81.4
