ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),City,County,State,Zipcode,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,lat_id,lng_id
A-1481681,2,2021-11-12 09:43:00,2021-11-12 10:58:00,31.000043,-83.39054499999997,0.225,Hahira,Lowndes,GA,31632,US/Eastern,KVAD,2021-11-12 09:56:00,67.0,67.0,62.0,29.88,10.0,NNE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,31000,-83390
A-2491100,4,2019-09-12 00:31:42,2019-09-12 01:01:19,31.001172,-83.19959200000002,0.022,Valdosta,Lowndes,GA,31605-5218,US/Eastern,KVAD,2019-09-12 00:56:00,73.0,73.0,94.0,29.86,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,31001,-83199
A-2491101,4,2019-09-12 00:31:42,2019-09-12 01:01:19,31.00148,-83.19949100000002,0.022,Valdosta,Lowndes,GA,31605-5219,US/Eastern,KVAD,2019-09-12 00:56:00,73.0,73.0,94.0,29.86,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,31001,-83199
A-215794,2,2017-07-23 23:26:16,2017-07-24 05:26:16,31.002,-103.70731,1.385,Balmorhea,Reeves,TX,79718,US/Central,KPEQ,2017-07-23 23:35:00,77.0,,57.0,30.0,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,31002,-103707
A-923721,4,2021-09-06 19:05:16,2021-09-06 20:50:16,31.003578000000005,-89.417606,0.444,Lumberton,Pearl River,MS,39455,US/Central,KHBG,2021-09-06 19:01:00,80.0,80.0,74.0,29.74,10.0,E,7.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,31003,-89417
A-1294068,2,2021-10-21 15:21:45.000000000,2021-10-21 16:56:45.000000000,31.003578000000005,-89.417606,0.444,Lumberton,Pearl River,MS,39455,US/Central,KHBG,2021-10-21 14:53:00,84.0,84.0,55.0,29.93,10.0,W,3.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,31003,-89417
A-37506,4,2016-12-18 06:56:28,2016-12-18 12:56:28,31.0031,-82.12954,0.573,Folkston,Charlton,GA,31537,US/Eastern,KJAX,2016-12-18 06:56:00,68.0,,100.0,30.13,8.0,SSW,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,31003,-82129
A-2606317,2,2018-09-08 12:38:38,2018-09-08 13:08:00,31.00475,-89.41702,0.352,Lumberton,Pearl River,MS,39455,US/Central,KHBG,2018-09-08 12:53:00,86.0,,59.0,29.94,10.0,South,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,31004,-89417
A-1693422,2,2021-02-08 18:23:00,2021-02-08 21:40:13,31.006821,-89.450486,0.3279999999999999,Lumberton,Lamar,MS,39455-2413,US/Central,KHBG,2021-02-08 17:53:00,60.0,60.0,72.0,29.92,10.0,SE,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,31006,-89450
A-45520,4,2017-01-18 21:32:49,2017-01-19 03:32:49,31.006481,-83.868053,0.262,Coolidge,Thomas,GA,31738-3123,US/Eastern,KMGR,2017-01-18 21:35:00,60.8,,94.0,30.11,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,31006,-83868
A-74179,4,2016-08-23 05:17:49,2016-08-23 11:17:49,31.00642,-83.557418,0.847,Barney,Brooks,GA,31625-3827,US/Eastern,KMUL,2016-08-23 05:11:00,77.0,77.0,89.0,29.81,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,31006,-83557
A-2380384,4,2019-12-07 18:57:04,2019-12-07 19:25:30,31.0067,-83.55776,0.099,Barney,Brooks,GA,31625-3823,US/Eastern,KMUL,2019-12-07 18:55:00,61.0,61.0,59.0,29.9,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,31006,-83557
A-1286604,2,2021-06-15 06:06:25.000000000,2021-06-15 09:15:00.000000000,31.008476,-88.233079,0.331,Citronelle,Mobile,AL,36522,US/Central,KMOB,2021-06-15 05:56:00,73.0,73.0,96.0,29.73,7.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,31008,-88233
A-1801719,4,2020-12-10 21:02:00,2020-12-10 23:45:00,31.008578000000004,-83.512798,1.601,Barney,Brooks,GA,31625-2908,US/Eastern,KMUL,2020-12-10 21:10:00,46.0,46.0,93.0,29.86,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,31008,-83512
A-1836356,2,2020-12-10 21:02:00.000000000,2020-12-10 23:45:00.000000000,31.008578000000004,-83.512798,1.601,Barney,Brooks,GA,31625-2908,US/Eastern,KMUL,2020-12-10 21:10:00,46.0,46.0,93.0,29.86,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,31008,-83512
A-494544,2,2021-11-17 09:45:00,2021-11-17 11:00:00,31.008212,-83.32854,0.246,Hahira,Lowndes,GA,31632-3455,US/Eastern,KVAD,2021-11-17 09:56:00,68.0,68.0,65.0,30.05,10.0,SE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,31008,-83328
